日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2020-12-30,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,251151,19307,7.69%,6154.42,0.32
2020-12-30,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,268873,14957,5.56%,4537.15,0.3
2020-12-30,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,8112,325,4.01%,97.5,0.3
2020-12-30,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,6514,323,4.96%,96.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-碧蓝航线,138,13,9.42%,3.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-樱花,76,4,5.26%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-蜘蛛侠壁纸,27,2,7.41%,0.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-少女,23,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸,11384,932,8.19%,279.63,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-罪恶王冠,19,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-哈利波特,69,4,5.8%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-海贼王,9088,769,8.46%,230.7,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-桌面整理,593,12,2.02%,3.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-JOJO,170,16,9.41%,4.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-天行九歌壁纸,120,4,3.33%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-DNF壁纸,27,2,7.41%,0.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-星球大战,50,4,8%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-动漫,12170,555,4.56%,166.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-鼠标,8480,571,6.73%,171.68,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-愤怒的小鸟,37,3,8.11%,0.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-汽车,303,16,5.28%,4.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-小埋壁纸,202,18,8.91%,5.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-明日方舟,254,4,1.57%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-只狼壁纸,55,4,7.27%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-桌面壁纸4,20242,2567,12.68%,770.1,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,258682,13947,5.39%,4233.46,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-宇宙,69,3,4.35%,0.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸1,43630,1974,4.52%,592.22,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-银魂,46,5,10.87%,1.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-阿丽塔壁纸,165,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-动态桌面8,57146,3351,5.86%,1036.31,0.31
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-二次元动漫,45539,2848,6.25%,854.25,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-洛天依壁纸,137,5,3.65%,1.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,274308,21277,7.76%,6773.69,0.32
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-言叶之庭,66,6,9.09%,1.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-高达壁纸,168,8,4.76%,2.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-百变小樱,74,5,6.76%,1.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-小黄人,62,3,4.84%,0.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-梅西壁纸,145,7,4.83%,2.1,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-CF,84,4,4.76%,1.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-布朗熊,162,6,3.7%,1.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-科幻,92,6,6.52%,1.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-星座,4,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-竞品软件,31655,1123,3.55%,380.48,0.34
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-屏保,8243,479,5.81%,143.7,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-进击的巨人,6937,55,0.79%,16.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-02壁纸,855,58,6.78%,17.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-漫威,1898,98,5.16%,29.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-win壁纸,1651,125,7.57%,38.5,0.31
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-蕾姆壁纸,1281,51,3.98%,15.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-鬼刀,5132,354,6.9%,106.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-动态壁纸制作,414,38,9.18%,11.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-变形金刚,35,1,2.86%,0.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-musedash的壁纸,340,47,13.82%,14.08,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-fate,568,49,8.63%,14.7,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-初音未来,2797,140,5.01%,42,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-简约,891,142,15.94%,42.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-EVA,30,1,3.33%,0.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-魔兽世界,27,1,3.7%,0.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-你的名字,7445,285,3.83%,85.45,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,8880,283,3.19%,84.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-英雄联盟,2965,184,6.21%,55.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-美女,4004,310,7.74%,93,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-小林家的龙女仆,30,1,3.33%,0.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-鬼灭之刃,4640,314,6.77%,94.2,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-4K,2068,172,8.32%,51.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-公主连结壁纸,30,2,6.67%,0.6,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-黑岩射手,10,1,10%,0.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,6896,408,5.92%,122.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-我的世界,460,27,5.87%,8.05,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-火影,6455,430,6.66%,128.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-尼尔机械纪元,30,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-游戏,404,31,7.67%,9.3,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-天官赐福壁纸,715,30,4.2%,9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,公司软件-高清壁纸5,4280,395,9.23%,118.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-刺客伍六七,512,28,5.47%,8.4,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-锁屏壁纸,787,26,3.3%,7.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-王者,1117,33,2.95%,9.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-天气之子,646,33,5.11%,9.9,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-詹姆斯壁纸,828,25,3.02%,7.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-灵魂莲华,20,0,0%,0,0
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-七龙珠壁纸,845,26,3.08%,7.8,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-海洋,384,25,6.51%,7.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-紫罗兰永恒花园,434,25,5.76%,7.5,0.3
2020-12-29,gtluw5781uif3@163.com,搜索推广,壁纸-斗罗大陆,65,2,3.08%,0.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-黑岩射手,6,0,0%,0,0
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-阿丽塔壁纸,100,1,1%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-魔兽世界,54,1,1.85%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-蜘蛛侠壁纸,23,2,8.7%,0.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-斗罗大陆,93,2,2.15%,0.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-EVA,56,1,1.79%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-星球大战,22,1,4.55%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-银魂,10,0,0%,0,0
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-公主连结壁纸,10,1,10%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-樱花,132,3,2.27%,0.9,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-小林家的龙女仆,22,1,4.55%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-哈利波特,82,3,3.66%,0.9,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-愤怒的小鸟,55,1,1.82%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-CF,26,1,3.85%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-守望先锋,2,0,0%,0,0
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-宇宙,62,1,1.61%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-变形金刚,14,2,14.29%,0.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-灵魂莲华,28,2,7.14%,0.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-罪恶王冠,23,1,4.35%,0.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-天官赐福壁纸,747,21,2.81%,6.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-你的名字,6672,260,3.9%,78,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-简约,1012,220,21.74%,66,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-美女,3963,269,6.79%,80.7,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-鬼灭之刃,4842,287,5.93%,86,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-鬼刀,4990,364,7.29%,109.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,9089,321,3.53%,96.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-英雄联盟,3138,189,6.02%,56.76,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-初音未来,3226,157,4.87%,47.1,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-02壁纸,681,50,7.34%,15,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-进击的巨人,7451,46,0.62%,13.8,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-蕾姆壁纸,1142,54,4.73%,16.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-漫威,1588,97,6.11%,29.1,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-4K,1618,122,7.54%,36.55,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-win壁纸,1634,109,6.67%,33.6,0.31
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,6239,365,5.85%,109.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-火影,5625,366,6.51%,109.8,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-二次元动漫,41588,2543,6.11%,762.8,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸1,42160,1848,4.38%,554.44,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-桌面壁纸4,19628,2622,13.36%,786.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-动态桌面8,58855,3422,5.81%,1061.72,0.31
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,252273,19316,7.66%,6152.73,0.32
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,245943,13837,5.63%,4201.44,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-竞品软件,29520,1108,3.75%,376.38,0.34
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸,9677,885,9.15%,265.54,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-鼠标,7618,462,6.06%,139.17,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-高清壁纸5,5175,460,8.89%,138,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-动漫,10999,473,4.3%,141.9,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-屏保,9029,550,6.09%,165,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-海贼王,9171,807,8.8%,242.05,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-musedash的壁纸,286,40,13.99%,12,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-fate,450,40,8.89%,12,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-明日方舟,294,8,2.72%,2.4,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-DNF壁纸,64,6,9.38%,1.8,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-碧蓝航线,130,9,6.92%,2.7,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-桌面整理,664,9,1.36%,2.7,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-海洋,212,10,4.72%,3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-高达壁纸,126,10,7.94%,3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-少女,44,5,11.36%,1.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-百变小樱,76,5,6.58%,1.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-只狼壁纸,44,4,9.09%,1.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-布朗熊,115,4,3.48%,1.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-言叶之庭,27,4,14.81%,1.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-尼尔机械纪元,40,4,10%,1.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-天行九歌壁纸,152,5,3.29%,1.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-小黄人,112,5,4.46%,1.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-小埋壁纸,199,10,5.03%,3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-科幻,114,10,8.77%,3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-动态壁纸制作,396,30,7.58%,9,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-詹姆斯壁纸,740,29,3.92%,8.7,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-游戏,394,32,8.12%,9.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-王者,1442,34,2.36%,10.2,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-七龙珠壁纸,871,39,4.48%,11.7,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-天气之子,550,37,6.73%,11.1,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-锁屏壁纸,830,25,3.01%,7.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-紫罗兰永恒花园,380,20,5.26%,6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-洛天依壁纸,212,12,5.66%,3.6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-梅西壁纸,171,11,6.43%,3.3,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-刺客伍六七,351,15,4.27%,4.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-汽车,301,15,4.98%,4.5,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-我的世界,377,20,5.31%,6,0.3
2020-12-28,gtluw5781uif3@163.com,搜索推广,壁纸-JOJO,104,4,3.85%,1.2,0.3
