date,zhanghu,plan,pv,click,cpv,cost,cpc
2020-12-30,beihu1142@hbscp.top,第三方软件-极品五笔输入法,3647.0,90,0.024677817384151358,41.28,0.45866666666666667
2020-12-30,beihu1142@hbscp.top,第三方软件-搜狗输入法,41960.0,2843,0.06775500476644424,1486.75,0.5229511079845234
2020-12-30,beihu6812@hbscp.top,公司软件-C盘瘦身,14888.0,720,0.04836109618484686,272.56,0.37855555555555553
2020-12-30,bj猎豹移动2,第三方软件-美图秀秀,4190.0,15,0.003579952267303103,5.4,0.36000000000000004
2020-12-30,bj猎豹移动2,第三方软件-微师客户端,307.0,23,0.0749185667752443,6.97,0.3030434782608696
2020-12-30,bj猎豹移动2,第三方软件-暴风影音,468.0,15,0.03205128205128205,4.5,0.3
2020-12-30,bj猎豹移动2,第三方软件-搜狗五笔,1996.0,12,0.006012024048096192,4.06,0.3383333333333333
2020-12-30,bj猎豹移动2,第三方软件-QQ五笔,712.0,9,0.012640449438202247,2.83,0.31444444444444447
2020-12-30,bj猎豹移动2,第三方软件-QQ拼音,1331.0,22,0.01652892561983471,7.02,0.3190909090909091
2020-12-30,bj猎豹移动2,第三方软件-逍遥笔手写输入法,1072.0,21,0.01958955223880597,7.36,0.3504761904761905
2020-12-30,bj猎豹移动2,第三方软件-极点五笔输入法,4514.0,36,0.007975188303057155,10.98,0.305
2020-12-30,bj猎豹移动2,第三方软件-光影魔术手,809.0,33,0.0407911001236094,11.55,0.35000000000000003
2020-12-30,bj猎豹移动2,第三方软件-网易云音乐,6140.0,36,0.005863192182410423,10.8,0.30000000000000004
2020-12-30,bj猎豹移动2,第三方软件-zoom视频会议,2933.0,28,0.00954653937947494,10.39,0.3710714285714286
2020-12-30,bj猎豹移动2,第三方软件-CAJViewer,801.0,22,0.02746566791510612,8.59,0.39045454545454544
2020-12-30,bj猎豹移动2,第三方软件-EV录屏,5745.0,7,0.0012184508268059183,2.16,0.3085714285714286
2020-12-30,bj猎豹移动2,第三方软件-万能五笔,474.0,5,0.010548523206751054,2.06,0.41200000000000003
2020-12-30,bj猎豹移动2,第三方软件-陌陌电脑版,130.0,0,0.0,0.0,
2020-12-30,bj猎豹移动2,第三方软件-网易邮箱大师,154.0,1,0.006493506493506494,0.3,0.3
2020-12-30,bj猎豹移动2,第三方软件-腾讯会议,8.0,0,0.0,0.0,
2020-12-30,bj猎豹移动2,第三方软件-王者荣耀PC版,574.0,0,0.0,0.0,
2020-12-30,bj猎豹移动2,公司软件-猎豹免费WIFI,26.0,0,0.0,0.0,
2020-12-30,bj猎豹移动2,第三方软件-whatsapp,7.0,1,0.14285714285714285,0.3,0.3
2020-12-30,bj猎豹移动2,第三方软件-photoshopcs6,2401.0,2,0.0008329862557267805,0.66,0.33
2020-12-30,bj猎豹移动2,第三方软件-芒果TV,99.0,6,0.06060606060606061,1.89,0.315
2020-12-30,bj猎豹移动2,第三方软件-cad快速看图,1372.0,5,0.0036443148688046646,1.83,0.366
2020-12-30,bj猎豹移动2,第三方软件-小鱼易连,168.0,6,0.03571428571428571,1.8,0.3
2020-12-30,bj猎豹移动2,第三方软件-Visio,786.0,5,0.006361323155216285,1.5,0.3
2020-12-30,bj猎豹移动2,第三方软件-QQ影音,4788.0,39,0.008145363408521303,12.13,0.31102564102564106
2020-12-30,bj猎豹移动2,第三方软件-QQ,143937.0,53,0.00036821665034007936,15.94,0.30075471698113204
2020-12-30,bj猎豹移动2,第三方软件-酷我音乐,9561.0,334,0.03493358435310114,100.1,0.2997005988023952
2020-12-30,bj猎豹移动2,第三方软件-千牛,10037.0,403,0.040151439673209124,161.93,0.4018114143920596
2020-12-30,bj猎豹移动2,第三方软件-微信,25333.0,319,0.012592270950933565,96.13,0.3013479623824451
2020-12-30,bj猎豹移动2,第三方软件-优酷客户端,21562.0,258,0.01196549485205454,77.4,0.30000000000000004
2020-12-30,bj猎豹移动2,第三方软件-我的世界,6934.0,223,0.032160369195269684,66.9,0.30000000000000004
2020-12-30,bj猎豹移动2,公司软件-C盘瘦身,9815.0,454,0.046255731023942946,170.25,0.375
2020-12-30,bj猎豹移动2,第三方软件-搜狗输入法,14397.0,405,0.028130860595957492,199.24,0.4919506172839506
2020-12-30,bj猎豹移动2,第三方软件-WPS-excel,25089.0,1187,0.047311570807923795,441.77,0.37217354675652903
2020-12-30,bj猎豹移动2,第三方软件-金山打字通,16753.0,877,0.05234883304482779,300.14,0.3422348916761687
2020-12-30,bj猎豹移动2,第三方软件-驱动精灵,33590.0,559,0.016641857695742782,208.59,0.3731484794275492
2020-12-30,bj猎豹移动2,第三方软件-向日葵,29786.0,631,0.0211844490700329,205.26,0.32529318541996827
2020-12-30,bj猎豹移动2,第三方软件-FlashPlayer,5249.0,156,0.029719946656506,53.6,0.3435897435897436
2020-12-30,bj猎豹移动2,第三方软件-全民K歌,4423.0,165,0.03730499660863667,50.03,0.3032121212121212
2020-12-30,bj猎豹移动2,第三方软件-cctalk,2059.0,73,0.035454103933948516,24.91,0.34123287671232877
2020-12-30,bj猎豹移动2,第三方软件-瞩目,2419.0,78,0.03224472922695329,26.7,0.3423076923076923
2020-12-30,bj猎豹移动2,第三方软件-阿里旺旺,1216.0,53,0.04358552631578947,22.5,0.42452830188679247
2020-12-30,bj猎豹移动2,第三方软件-荒野行动,2346.0,70,0.029838022165387893,21.03,0.30042857142857143
2020-12-30,bj猎豹移动2,第三方软件-WPS-word,4537.0,58,0.01278377782675777,19.2,0.3310344827586207
2020-12-30,bj猎豹移动2,第三方软件-极品五笔输入法,6308.0,84,0.013316423589093214,31.64,0.37666666666666665
2020-12-30,bj猎豹移动2,第三方软件-雷电模拟器,8261.0,108,0.013073477787192834,33.72,0.31222222222222223
2020-12-30,bj猎豹移动2,第三方软件-钉钉电脑版,47447.0,140,0.0029506607372436614,48.94,0.34957142857142853
2020-12-30,bj猎豹移动2,第三方软件-Rar解压软件,11651.0,133,0.011415329156295596,42.33,0.3182706766917293
2020-12-30,bj猎豹移动2,第三方软件-teamviewer,6449.0,130,0.02015816405644286,39.58,0.30446153846153845
2020-12-30,bj猎豹移动2,第三方软件-香肠派对,1040.0,111,0.10673076923076923,34.35,0.30945945945945946
2020-12-30,bj猎豹移动2,第三方软件-WPS,304912.0,6636,0.021763656399223383,2828.64,0.42625678119349003
2020-12-30,gtluw5781uif3@163.com,壁纸-哈利波特,71.0,4,0.056338028169014086,1.2,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-百变小樱,103.0,5,0.04854368932038835,1.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-海洋,173.0,5,0.028901734104046242,1.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-明日方舟,343.0,5,0.014577259475218658,1.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-尼尔机械纪元,56.0,3,0.05357142857142857,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-银魂,28.0,3,0.10714285714285714,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-DNF壁纸,37.0,3,0.08108108108108109,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-高达壁纸,105.0,3,0.02857142857142857,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-布朗熊,161.0,3,0.018633540372670808,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-科幻,114.0,5,0.043859649122807015,1.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-桌面整理,425.0,6,0.01411764705882353,1.8,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-动态壁纸制作,284.0,13,0.045774647887323945,3.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-碧蓝航线,122.0,14,0.11475409836065574,4.2,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-汽车,351.0,15,0.042735042735042736,4.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-小埋壁纸,147.0,10,0.06802721088435375,3.0,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-只狼壁纸,81.0,7,0.08641975308641975,2.1,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-言叶之庭,94.0,6,0.06382978723404255,1.8,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-宇宙,103.0,6,0.05825242718446602,1.8,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-梅西壁纸,76.0,6,0.07894736842105263,1.8,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-樱花,89.0,3,0.033707865168539325,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-蜘蛛侠壁纸,50.0,3,0.06,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-愤怒的小鸟,56.0,1,0.017857142857142856,0.3,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-阿丽塔壁纸,184.0,1,0.005434782608695652,0.3,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-CF,33.0,1,0.030303030303030304,0.3,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-黑岩射手,8.0,0,0.0,0.0,
2020-12-30,gtluw5781uif3@163.com,壁纸-小林家的龙女仆,8.0,0,0.0,0.0,
2020-12-30,gtluw5781uif3@163.com,壁纸-星球大战,8.0,0,0.0,0.0,
2020-12-30,gtluw5781uif3@163.com,壁纸-守望先锋,6.0,0,0.0,0.0,
2020-12-30,gtluw5781uif3@163.com,壁纸-变形金刚,10.0,0,0.0,0.0,
2020-12-30,gtluw5781uif3@163.com,壁纸-公主连结壁纸,10.0,1,0.1,0.3,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-EVA,39.0,2,0.05128205128205128,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-小黄人,91.0,3,0.03296703296703297,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-天行九歌壁纸,86.0,3,0.03488372093023256,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-斗罗大陆,60.0,3,0.05,0.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-灵魂莲华,66.0,2,0.030303030303030304,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-洛天依壁纸,55.0,2,0.03636363636363636,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-魔兽世界,53.0,2,0.03773584905660377,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-罪恶王冠,40.0,2,0.05,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-少女,75.0,2,0.02666666666666667,0.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-我的世界,341.0,19,0.05571847507331378,5.7,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-紫罗兰永恒花园,378.0,20,0.05291005291005291,6.0,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-鬼灭之刃,4652.0,359,0.07717110920034394,107.7,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-火影,5552.0,365,0.06574207492795389,109.35,0.2995890410958904
2020-12-30,gtluw5781uif3@163.com,公司软件-高清壁纸5,4312.0,395,0.09160482374768089,118.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-屏保,7627.0,425,0.055723089025829294,127.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-鬼刀,4770.0,334,0.070020964360587,100.15,0.2998502994011976
2020-12-30,gtluw5781uif3@163.com,壁纸-时钟,8112.0,325,0.04006410256410257,97.5,0.3
2020-12-30,gtluw5781uif3@163.com,公司软件-壁纸-美女,2944.0,227,0.07710597826086957,68.1,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-你的名字,7096.0,290,0.040868094701240136,87.0,0.3
2020-12-30,gtluw5781uif3@163.com,公司软件-电脑壁纸3,6514.0,323,0.04958550813632177,96.9,0.30000000000000004
2020-12-30,gtluw5781uif3@163.com,公司软件-壁纸-动漫,10528.0,493,0.04682750759878419,147.7,0.2995943204868154
2020-12-30,gtluw5781uif3@163.com,壁纸-鼠标,7478.0,507,0.06779887670500134,152.68,0.3011439842209073
2020-12-30,gtluw5781uif3@163.com,壁纸-二次元动漫,44193.0,2728,0.06172923313646957,818.3,0.29996334310850437
2020-12-30,gtluw5781uif3@163.com,公司软件-动态桌面8,57504.0,3528,0.06135225375626043,1086.56,0.3079818594104308
2020-12-30,gtluw5781uif3@163.com,壁纸-行业词,268873.0,14957,0.055628493749837284,4537.15,0.30334625927659287
2020-12-30,gtluw5781uif3@163.com,公司软件-桌面壁纸4,17923.0,2443,0.13630530603135635,732.85,0.2999795333606222
2020-12-30,gtluw5781uif3@163.com,公司软件-动态壁纸1,39988.0,1856,0.04641392417725317,556.59,0.29988685344827587
2020-12-30,gtluw5781uif3@163.com,壁纸-海贼王,8366.0,700,0.08367200573750896,209.95,0.29992857142857143
2020-12-30,gtluw5781uif3@163.com,公司软件-动态壁纸,10681.0,956,0.08950472802172081,286.81,0.30001046025104605
2020-12-30,gtluw5781uif3@163.com,壁纸-竞品软件,30831.0,1259,0.04083552268820343,427.99,0.3399444003177125
2020-12-30,gtluw5781uif3@163.com,壁纸-4K,2346.0,200,0.08525149190110827,60.0,0.3
2020-12-30,gtluw5781uif3@163.com,公司软件-壁纸-英雄联盟,2663.0,178,0.0668419076229816,53.42,0.3001123595505618
2020-12-30,gtluw5781uif3@163.com,壁纸-锁屏壁纸,712.0,28,0.03932584269662921,8.4,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-王者,1022.0,32,0.03131115459882583,9.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-詹姆斯壁纸,760.0,33,0.04342105263157895,9.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-游戏,308.0,27,0.08766233766233766,8.05,0.29814814814814816
2020-12-30,gtluw5781uif3@163.com,壁纸-天官赐福壁纸,795.0,25,0.031446540880503145,7.45,0.298
2020-12-30,gtluw5781uif3@163.com,壁纸-JOJO,237.0,21,0.08860759493670886,6.3,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-刺客伍六七,349.0,22,0.06303724928366762,6.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-七龙珠壁纸,578.0,23,0.039792387543252594,6.9,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-天气之子,599.0,34,0.05676126878130217,10.2,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-蕾姆壁纸,1295.0,41,0.03166023166023166,12.3,0.30000000000000004
2020-12-30,gtluw5781uif3@163.com,壁纸-漫威,1780.0,102,0.05730337078651685,30.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-简约,738.0,144,0.1951219512195122,43.2,0.30000000000000004
2020-12-30,gtluw5781uif3@163.com,壁纸-初音未来,3367.0,175,0.05197505197505198,52.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-win壁纸,1408.0,94,0.06676136363636363,29.19,0.31053191489361703
2020-12-30,gtluw5781uif3@163.com,壁纸-进击的巨人,6927.0,50,0.007218131947452,15.0,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-musedash的壁纸,260.0,42,0.16153846153846155,12.6,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-fate,631.0,45,0.07131537242472266,13.5,0.3
2020-12-30,gtluw5781uif3@163.com,壁纸-02壁纸,767.0,47,0.061277705345501955,14.1,0.3
2020-12-30,gtluw5781uif3@163.com,公司软件-壁纸软件7,251151.0,19307,0.07687407177355456,6154.42,0.3187662505826902
2020-12-30,liubaoxin@cmcm.com,第三方软件-teamviewer,71.45,153,2.141357592722183,2870.0,18.758169934640524
2020-12-30,liubaoxin@cmcm.com,第三方软件-WPS-excel,121.25,270,2.2268041237113403,4348.0,16.103703703703705
2020-12-30,liubaoxin@cmcm.com,第三方软件-极品五笔输入法,73.78,155,2.100840336134454,933.0,6.019354838709678
2020-12-30,liubaoxin@cmcm.com,第三方软件-猎豹免费WIFI,29.25,65,2.2222222222222223,1695.0,26.076923076923077
2020-12-30,liubaoxin@cmcm.com,第三方软件-AxureRp,1.8,4,2.2222222222222223,76.0,19.0
2020-12-30,liubaoxin@cmcm.com,第三方软件-一键ROOT大师,66.6,148,2.2222222222222223,1360.0,9.18918918918919
2020-12-30,liubaoxin@cmcm.com,第三方软件-FlashPlayer,446.03,991,2.221823644149497,7215.0,7.2805247225025225
2020-12-30,liubaoxin@cmcm.com,第三方软件-美图秀秀,220.95,491,2.2222222222222223,14477.0,29.4847250509165
2020-12-30,liubaoxin@cmcm.com,第三方软件-植物大战僵尸,300.03,681,2.2697730226977306,5907.0,8.674008810572687
2020-12-30,liubaoxin@cmcm.com,第三方软件-雷电模拟器,267.57,595,2.2237171581268456,5708.0,9.59327731092437
2020-12-30,liubaoxin@cmcm.com,第三方软件-网易云音乐,1595.83,3326,2.084181899074463,61427.0,18.46873120865905
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ拼音,17.28,36,2.083333333333333,1750.0,48.611111111111114
2020-12-30,liubaoxin@cmcm.com,第三方软件-新微信PC版,8138.75,12195,1.4983873444939333,101333.0,8.309389093890939
2020-12-30,liubaoxin@cmcm.com,第三方软件-xmind,76.71,171,2.2291748142354324,1082.0,6.3274853801169595
2020-12-30,liubaoxin@cmcm.com,公司软件-猎豹浏览器,207.38,464,2.2374385186613948,8835.0,19.040948275862068
2020-12-30,liubaoxin@cmcm.com,第三方软件-万能五笔,682.46,1289,1.8887553849309848,8770.0,6.803723816912335
2020-12-30,liubaoxin@cmcm.com,第三方软件-zoom视频会议,33.3,74,2.2222222222222223,261.0,3.527027027027027
2020-12-30,liubaoxin@cmcm.com,第三方软件-网易邮箱大师,80.55,179,2.2222222222222223,2134.0,11.921787709497206
2020-12-30,liubaoxin@cmcm.com,第三方软件-狸窝全能视频转换器,13.05,29,2.2222222222222223,141.0,4.862068965517241
2020-12-30,liubaoxin@cmcm.com,第三方软件-腾讯视频,59.85,133,2.2222222222222223,10061.0,75.64661654135338
2020-12-30,liubaoxin@cmcm.com,第三方软件-迷你世界,523.26,1163,2.222604441386691,6624.0,5.695614789337919
2020-12-30,liubaoxin@cmcm.com,第三方软件-驱动精灵,1010.02,1758,1.740559592879349,15203.0,8.647895335608647
2020-12-30,liubaoxin@cmcm.com,第三方软件-钉钉电脑版,1306.3,2255,1.7262497129296488,15768.0,6.992461197339246
2020-12-30,liubaoxin@cmcm.com,第三方软件-Notepad,39.6,88,2.2222222222222223,959.0,10.897727272727273
2020-12-30,liubaoxin@cmcm.com,第三方软件-PDF,137.58,251,1.8243930803895914,4086.0,16.278884462151396
2020-12-30,liubaoxin@cmcm.com,第三方软件-飞信,1.0,2,2.0,44.0,22.0
2020-12-30,liubaoxin@cmcm.com,公司软件-C盘瘦身,52.45,117,2.2306959008579597,2236.0,19.11111111111111
2020-12-30,liubaoxin@cmcm.com,第三方软件-泡泡加速器,43.65,97,2.2222222222222223,278.0,2.865979381443299
2020-12-30,liubaoxin@cmcm.com,第三方软件-向日葵,705.04,1371,1.9445705208215138,7826.0,5.708242159008023
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ音乐,3.15,7,2.2222222222222223,213.0,30.428571428571427
2020-12-30,liubaoxin@cmcm.com,第三方软件-洋葱教学,21.15,47,2.2222222222222223,515.0,10.957446808510639
2020-12-30,liubaoxin@cmcm.com,第三方软件-photoshopcs6,501.35,1026,2.046474518799242,8983.0,8.755360623781677
2020-12-30,liubaoxin@cmcm.com,毒霸-杀软,8.55,19,2.222222222222222,537.0,28.263157894736842
2020-12-30,liubaoxin@cmcm.com,第三方软件-香肠派对,12.15,27,2.2222222222222223,129.0,4.777777777777778
2020-12-30,liubaoxin@cmcm.com,第三方软件-CAJViewer,186.78,390,2.0880179890780597,3427.0,8.787179487179488
2020-12-30,liubaoxin@cmcm.com,第三方软件-腾讯会议,3.18,7,2.20125786163522,2834.0,404.85714285714283
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ,303.43,590,1.9444352898526842,17335.0,29.38135593220339
2020-12-30,liubaoxin@cmcm.com,第三方软件-韩语输入法,2.7,6,2.222222222222222,75.0,12.5
2020-12-30,liubaoxin@cmcm.com,第三方软件-爱剪辑,141.3,314,2.222222222222222,1278.0,4.070063694267516
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ影音,28.14,62,2.203269367448472,2465.0,39.75806451612903
2020-12-30,liubaoxin@cmcm.com,第三方软件-微师客户端,52.69,115,2.1825773391535397,513.0,4.460869565217391
2020-12-30,liubaoxin@cmcm.com,第三方软件-和平精英,6.3,14,2.2222222222222223,127.0,9.071428571428571
2020-12-30,liubaoxin@cmcm.com,第三方软件-classin,11.25,25,2.2222222222222223,489.0,19.56
2020-12-30,liubaoxin@cmcm.com,第三方软件-全民K歌,486.47,1091,2.2426871132855055,5493.0,5.034830430797434
2020-12-30,liubaoxin@cmcm.com,第三方软件-WPS-ppt,203.61,453,2.2248416089583025,2009.0,4.434878587196468
2020-12-30,liubaoxin@cmcm.com,第三方软件-cctalk,11.7,26,2.2222222222222223,576.0,22.153846153846153
2020-12-30,liubaoxin@cmcm.com,第三方软件-MindManager,0.45,1,2.2222222222222223,8.0,8.0
2020-12-30,liubaoxin@cmcm.com,第三方软件-Adobe Reader,54.17,119,2.1967878899760014,728.0,6.117647058823529
2020-12-30,liubaoxin@cmcm.com,第三方软件-WPS,3001.07,5395,1.7976921564641943,26558.0,4.922706209453198
2020-12-30,liubaoxin@cmcm.com,第三方软件-我的世界,133.65,297,2.2222222222222223,1395.0,4.696969696969697
2020-12-30,liubaoxin@cmcm.com,公司软件-金山打字通,95.85,185,1.9300991131977048,1453.0,7.854054054054054
2020-12-30,liubaoxin@cmcm.com,第三方软件-AutoCAD,25.2,56,2.2222222222222223,562.0,10.035714285714286
2020-12-30,liubaoxin@cmcm.com,第三方软件-千牛,440.21,941,2.1376161377524365,3273.0,3.4782146652497343
2020-12-30,liubaoxin@cmcm.com,第三方软件-部落冲突,2.4,5,2.0833333333333335,28.0,5.6
2020-12-30,liubaoxin@cmcm.com,第三方软件-阿里旺旺,159.72,338,2.1162033558727775,3082.0,9.118343195266272
2020-12-30,liubaoxin@cmcm.com,第三方软件-小鱼易连,93.2,189,2.0278969957081543,834.0,4.412698412698413
2020-12-30,liubaoxin@cmcm.com,第三方软件-Microsoft,11.7,26,2.2222222222222223,1197.0,46.03846153846154
2020-12-30,liubaoxin@cmcm.com,第三方软件-谷歌浏览器,1850.18,3069,1.658757526294739,28124.0,9.163897034864776
2020-12-30,liubaoxin@cmcm.com,第三方软件-新酷我音乐,456.95,926,2.0264799212167635,5301.0,5.724622030237581
2020-12-30,liubaoxin@cmcm.com,第三方软件-Origin,78.3,174,2.2222222222222223,1464.0,8.413793103448276
2020-12-30,liubaoxin@cmcm.com,第三方软件-CorelDRAW,9.45,21,2.2222222222222223,307.0,14.619047619047619
2020-12-30,liubaoxin@cmcm.com,第三方软件-企业微信,84.39,172,2.0381561796421375,4346.0,25.267441860465116
2020-12-30,liubaoxin@cmcm.com,第三方软件-foxmail,36.58,76,2.077638053581192,1830.0,24.07894736842105
2020-12-30,liubaoxin@cmcm.com,第三方软件-智能ABC,2.7,6,2.222222222222222,84.0,14.0
2020-12-30,liubaoxin@cmcm.com,第三方软件-王者荣耀PC版,73.35,163,2.2222222222222223,9811.0,60.190184049079754
2020-12-30,liubaoxin@cmcm.com,第三方软件-讯飞输入法,6.3,14,2.2222222222222223,787.0,56.214285714285715
2020-12-30,liubaoxin@cmcm.com,第三方软件-直播云,8.1,18,2.2222222222222223,132.0,7.333333333333333
2020-12-30,liubaoxin@cmcm.com,第三方软件-分区助手,23.08,52,2.2530329289428077,1237.0,23.78846153846154
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ浏览器,234.4,464,1.9795221843003412,5704.0,12.293103448275861
2020-12-30,liubaoxin@cmcm.com,第三方软件-比特精灵,3.6,8,2.2222222222222223,175.0,21.875
