日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-只狼壁纸,60,7,11.67%,2.1,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-高达壁纸,72,6,8.33%,1.8,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-我的世界,560,34,6.07%,10.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-蕾姆壁纸,1261,44,3.49%,13.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-fate,494,43,8.7%,12.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-洛天依壁纸,128,7,5.47%,2.1,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-游戏,468,39,8.33%,11.7,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-詹姆斯壁纸,600,35,5.83%,10.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-4K,663,50,7.54%,14.95,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-海洋,110,7,6.36%,2.1,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-进击的巨人,6923,74,1.07%,22.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-漫威,1389,81,5.83%,24.2,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-百变小樱,50,5,10%,1.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-简约,581,90,15.49%,27,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-天行九歌壁纸,108,5,4.63%,1.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-DNF壁纸,56,5,8.93%,1.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-梅西壁纸,108,6,5.56%,1.8,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-02壁纸,789,56,7.1%,16.75,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-明日方舟,159,6,3.77%,1.75,0.29
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-鬼刀,3706,309,8.34%,92.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-小黄人,69,2,2.9%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-CF,16,1,6.25%,0.3,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-罪恶王冠,19,1,5.26%,0.3,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-竞品软件,34228,1930,5.64%,657.1,0.34
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-二次元动漫,36596,2250,6.15%,674.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-桌面壁纸4,12520,1674,13.37%,501.95,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸1,35263,1605,4.55%,480.51,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-小林家的龙女仆,5,2,40%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-鼠标,11329,887,7.83%,267.01,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-汽车,307,16,5.21%,4.8,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-紫罗兰永恒花园,403,22,5.46%,6.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-动态桌面8,40403,2465,6.1%,761,0.31
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-言叶之庭,23,0,0%,0,0
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-小埋壁纸,54,0,0%,0,0
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,196242,16100,8.2%,5131.79,0.32
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-七龙珠壁纸,588,18,3.06%,5.4,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,246744,13608,5.52%,4126.64,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-动态壁纸制作,291,21,7.22%,6.3,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-天气之子,385,18,4.68%,5.4,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-魔兽世界,12,0,0%,0,0
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-星座,4,0,0%,0,0
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-JOJO,147,15,10.2%,4.5,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-星球大战,8,1,12.5%,0.3,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-王者,884,27,3.05%,8.05,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-天官赐福壁纸,588,27,4.59%,8,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸,4855,456,9.39%,136.78,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-变形金刚,47,2,4.26%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-布朗熊,93,2,2.15%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-火影,4463,326,7.3%,97.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-公主连结壁纸,16,2,12.5%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-鬼灭之刃,4659,338,7.25%,101,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-碧蓝航线,120,13,10.83%,3.9,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-蜘蛛侠壁纸,23,2,8.7%,0.6,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-海贼王,6676,576,8.63%,172.75,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-阿丽塔壁纸,133,1,0.75%,0.3,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-少女,35,2,5.71%,0.55,0.28
2021-01-10,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-动漫,10091,522,5.17%,156.15,0.3
2021-01-10,gtluw5781uif3@163.com,搜索推广,壁纸-斗罗大陆,30,1,3.33%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-愤怒的小鸟,78,7,8.97%,2.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-DNF壁纸,93,8,8.6%,2.4,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-科幻,87,10,11.49%,3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-高达壁纸,75,8,10.67%,2.4,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-碧蓝航线,173,12,6.94%,3.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-EVA,122,14,11.48%,4.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-桌面整理,671,17,2.53%,5.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-汽车,332,14,4.22%,4.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-七龙珠壁纸,622,17,2.73%,5.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-海洋,110,8,7.27%,2.4,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-JOJO,214,18,8.41%,5.4,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-小埋壁纸,86,3,3.49%,0.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-蜘蛛侠壁纸,18,1,5.56%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-星球大战,17,1,5.88%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-阿丽塔壁纸,153,1,0.65%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-只狼壁纸,40,2,5%,0.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-小林家的龙女仆,42,2,4.76%,0.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-公主连结壁纸,19,2,10.53%,0.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-银魂,20,1,5%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-言叶之庭,44,1,2.27%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-黑岩射手,8,0,0%,0,0
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-CF,22,0,0%,0,0
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-魔兽世界,1,0,0%,0,0
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-守望先锋,2,0,0%,0,0
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-罪恶王冠,15,1,6.67%,0.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-灵魂莲华,23,2,8.7%,0.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-尼尔机械纪元,34,2,5.88%,0.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-小黄人,101,6,5.94%,1.8,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-百变小樱,68,5,7.35%,1.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-明日方舟,180,6,3.33%,1.8,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-洛天依壁纸,150,7,4.67%,2.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-梅西壁纸,124,7,5.65%,2.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-变形金刚,57,5,8.77%,1.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-樱花,53,4,7.55%,1.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-宇宙,73,3,4.11%,0.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-少女,32,3,9.38%,0.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-斗罗大陆,46,3,6.52%,0.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-哈利波特,106,3,2.83%,0.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-布朗熊,80,4,5%,1.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-天行九歌壁纸,98,7,7.14%,2.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-动态壁纸制作,286,20,6.99%,6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-英雄联盟,3519,178,5.06%,53.4,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-简约,628,114,18.15%,34.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-win壁纸,1495,105,7.02%,32.35,0.31
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-你的名字,6974,202,2.9%,60.55,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-高清壁纸5,2175,207,9.52%,62.05,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-美女,3196,233,7.29%,69.85,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,5256,220,4.19%,66,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-漫威,1632,94,5.76%,28.15,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-进击的巨人,7989,74,0.93%,22.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-我的世界,777,46,5.92%,13.8,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-fate,584,44,7.53%,13.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-蕾姆壁纸,1436,47,3.27%,14.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-musedash的壁纸,326,47,14.42%,14.1,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-4K,813,71,8.73%,21.15,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-02壁纸,906,66,7.28%,19.75,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,4105,234,5.7%,70.15,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-屏保,5394,343,6.36%,102.75,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-竞品软件,38342,2291,5.98%,781.19,0.34
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸1,41844,1829,4.37%,548.2,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-二次元动漫,47776,2733,5.72%,819.45,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-动态桌面8,47305,2751,5.82%,849.73,0.31
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,216180,17814,8.24%,5680.67,0.32
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,281535,15120,5.37%,4582.02,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-桌面壁纸4,14231,1824,12.82%,547.05,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-鼠标,13380,1019,7.62%,306.23,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-火影,5075,352,6.94%,105.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-鬼刀,4533,345,7.61%,103.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-鬼灭之刃,6332,459,7.25%,137.35,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-动漫,10575,468,4.43%,140.35,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-海贼王,7789,700,8.99%,209.9,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸,5869,525,8.95%,157.63,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-天官赐福壁纸,921,40,4.34%,11.95,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-初音未来,3595,185,5.15%,55.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-紫罗兰永恒花园,487,25,5.13%,7.5,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-詹姆斯壁纸,524,21,4.01%,6.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-游戏,422,31,7.35%,9.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-天气之子,460,21,4.57%,6.3,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-刺客伍六七,597,32,5.36%,9.6,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-锁屏壁纸,742,36,4.85%,10.71,0.3
2021-01-09,gtluw5781uif3@163.com,搜索推广,壁纸-王者,1152,39,3.39%,11.65,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-紫罗兰永恒花园,394,24,6.09%,7.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-海贼王,7431,692,9.31%,207.55,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-动漫,11231,542,4.83%,162.35,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-鼠标,10957,747,6.82%,224.46,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-少女,12,1,8.33%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-阿丽塔壁纸,167,1,0.6%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-桌面整理,929,24,2.58%,7.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸,7296,766,10.5%,229.92,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-宇宙,45,1,2.22%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-天气之子,383,15,3.92%,4.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-小林家的龙女仆,16,2,12.5%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-我的世界,377,25,6.63%,7.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-天官赐福壁纸,560,15,2.68%,4.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-汽车,490,26,5.31%,7.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-斗罗大陆,35,1,2.86%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-詹姆斯壁纸,622,25,4.02%,7.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-屏保,8343,519,6.22%,155.55,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-鬼刀,4570,354,7.75%,106.15,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-鬼灭之刃,4726,377,7.98%,112.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-musedash的壁纸,205,22,10.73%,6.62,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-动态桌面8,58130,3227,5.55%,992.46,0.31
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-小埋壁纸,49,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-二次元动漫,48339,2784,5.76%,834.95,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-守望先锋,2,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸软件7,259710,20689,7.97%,6601.27,0.32
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-动态壁纸制作,262,19,7.25%,5.7,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-行业词,306766,16891,5.51%,5125.06,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-公主连结壁纸,3,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-罪恶王冠,12,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-CF,24,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-DNF壁纸,35,2,5.71%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-星座,12,1,8.33%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-魔兽世界,20,1,5%,0.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-碧蓝航线,213,22,10.33%,6.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-动态壁纸1,47400,2037,4.3%,610.37,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-JOJO,196,18,9.18%,5.4,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-黑岩射手,8,0,0%,0,0
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-桌面壁纸4,18387,2304,12.53%,691.15,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-竞品软件,28373,1200,4.23%,408.48,0.34
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-蜘蛛侠壁纸,7,2,28.57%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-布朗熊,192,4,2.08%,1.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-科幻,49,4,8.16%,1.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-win壁纸,1290,93,7.21%,28.56,0.31
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-天行九歌壁纸,111,5,4.5%,1.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-变形金刚,42,4,9.52%,1.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-简约,658,102,15.5%,30.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-梅西壁纸,157,8,5.1%,2.4,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-明日方舟,158,4,2.53%,1.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-fate,415,29,6.99%,8.7,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-樱花,70,5,7.14%,1.5,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-漫威,1689,87,5.15%,26.1,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-高达壁纸,104,6,5.77%,1.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-4K,788,53,6.73%,15.9,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-言叶之庭,109,6,5.5%,1.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-王者,805,34,4.22%,10.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-进击的巨人,4952,54,1.09%,16.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-小黄人,113,6,5.31%,1.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-蕾姆壁纸,1088,33,3.03%,9.9,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-锁屏壁纸,867,34,3.92%,10.15,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-百变小樱,81,6,7.41%,1.8,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-初音未来,2810,144,5.12%,43.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-洛天依壁纸,156,9,5.77%,2.7,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-尼尔机械纪元,26,2,7.69%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-哈利波特,91,3,3.3%,0.85,0.28
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-电脑壁纸3,4835,275,5.69%,82.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-高清壁纸5,2610,264,10.11%,79.2,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-银魂,27,2,7.41%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-灵魂莲华,62,2,3.23%,0.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-火影,4834,323,6.68%,96.85,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-02壁纸,753,39,5.18%,11.65,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-美女,3573,279,7.81%,83.7,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-星球大战,40,3,7.5%,0.9,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-愤怒的小鸟,53,3,5.66%,0.9,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-游戏,367,28,7.63%,8.35,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,公司软件-壁纸-英雄联盟,3212,187,5.82%,56.24,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-七龙珠壁纸,747,20,2.68%,6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-EVA,115,10,8.7%,3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-海洋,130,11,8.46%,3.3,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-只狼壁纸,175,12,6.86%,3.6,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-刺客伍六七,350,27,7.71%,8.1,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-你的名字,6595,230,3.49%,69,0.3
2021-01-08,gtluw5781uif3@163.com,搜索推广,壁纸-时钟,8205,334,4.07%,100.2,0.3
