日期,推广账户,产品线,推广计划,展示次数,点击次数,点击率,总费用,平均每次点击费用
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ影音,6210,119,1.92%,37.17,0.31
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-whatsapp,29,0,0%,0,0
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-我的世界,76238,8478,11.12%,2584.58,0.3
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-暴风影音,5658,317,5.6%,100.42,0.32
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ,83549,3179,3.8%,1091.94,0.34
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-美图秀秀,12944,229,1.77%,88.16,0.38
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS,46438,1671,3.6%,638.87,0.38
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-万能五笔,394,18,4.57%,6.07,0.34
2021-01-10,uwhqai05cg74@163.com,搜索推广,第三方软件-钉钉电脑版,13397,266,1.99%,104.08,0.39
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-微师客户端,3229,194,6.01%,66.67,0.34
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-搜狗输入法,16911,509,3.01%,228.86,0.45
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-阿里旺旺,4268,487,11.41%,175.55,0.36
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-我的世界,86273,9669,11.21%,2954.96,0.31
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-Rar解压软件,11058,450,4.07%,149.11,0.33
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-钉钉电脑版,17428,281,1.61%,110.13,0.39
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-暴风影音,6358,328,5.16%,103.83,0.32
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-千牛,10406,411,3.95%,159.56,0.39
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-EV录屏,5638,41,0.73%,12.91,0.31
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS,55849,1809,3.24%,692.68,0.38
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-万能五笔,421,24,5.7%,8.36,0.35
2021-01-09,uwhqai05cg74@163.com,搜索推广,公司软件-猎豹免费WIFI,639,23,3.6%,8.63,0.38
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ,88686,2896,3.27%,991.06,0.34
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-whatsapp,69,5,7.25%,1.5,0.3
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-微信,66331,3878,5.85%,1170.63,0.3
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-驱动精灵,3626,170,4.69%,61.01,0.36
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-excel,20801,1469,7.06%,506.31,0.34
2021-01-09,uwhqai05cg74@163.com,搜索推广,公司软件-C盘瘦身,22190,1315,5.93%,492.24,0.37
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ影音,7449,128,1.72%,39.88,0.31
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-FlashPlayer,14572,695,4.77%,256.29,0.37
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-word,10002,779,7.79%,253.46,0.33
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-photoshopcs6,17694,38,0.21%,14.4,0.38
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-美图秀秀,17128,245,1.43%,92.63,0.38
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-金山打字通,19738,975,4.94%,327.85,0.34
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-芒果TV,2047,35,1.71%,11.16,0.32
2021-01-09,uwhqai05cg74@163.com,搜索推广,第三方软件-极品五笔输入法,8418,594,7.06%,234.49,0.39
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-photoshopcs6,21413,38,0.18%,14.43,0.38
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-whatsapp,232,4,1.72%,1.2,0.3
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-EV录屏,8111,44,0.54%,13.84,0.31
2021-01-08,uwhqai05cg74@163.com,搜索推广,公司软件-猎豹免费WIFI,1458,42,2.88%,15.26,0.36
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-芒果TV,3886,66,1.7%,21.23,0.32
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-万能五笔,1262,55,4.36%,21.74,0.4
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-美图秀秀,42362,398,0.94%,155.44,0.39
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-金山打字通,30325,1657,5.46%,579.91,0.35
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-微信,117809,1882,1.6%,568.48,0.3
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-excel,26283,1450,5.52%,501.85,0.35
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-极品五笔输入法,10496,970,9.24%,403.33,0.42
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-网易云音乐,52835,2004,3.79%,601.2,0.3
2021-01-08,uwhqai05cg74@163.com,搜索推广,公司软件-C盘瘦身,33990,2181,6.42%,816.38,0.37
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-我的世界,48897,4251,8.69%,1296.06,0.3
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ,151450,3119,2.06%,1070.16,0.34
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS,102007,2475,2.43%,1002.26,0.4
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-FlashPlayer,25588,1074,4.2%,397.76,0.37
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-WPS-word,18523,968,5.23%,319.41,0.33
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-暴风影音,9124,466,5.11%,148,0.32
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-驱动精灵,7800,349,4.47%,124.82,0.36
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-微师客户端,3202,288,8.99%,99.03,0.34
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-千牛,14767,485,3.28%,191.85,0.4
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-Rar解压软件,21796,797,3.66%,263.57,0.33
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-阿里旺旺,6902,810,11.74%,291.76,0.36
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-搜狗输入法,28697,603,2.1%,287.24,0.48
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-钉钉电脑版,49353,727,1.47%,285.8,0.39
2021-01-08,uwhqai05cg74@163.com,搜索推广,第三方软件-QQ影音,12147,194,1.6%,60.36,0.31
